,PROCESSED_DT_MONTH_YEAR,Total_Charges PAID,Total_Charges UNPAID,Total_Records PAID,Total_Records UNPAID,Total_Revenue_Estimate_Lower PAID,Total_Revenue_Estimate_Lower UNPAID,Total_Revenue_Estimate_Upper PAID,Total_Revenue_Estimate_Upper UNPAID,Total_Savings PAID,Total_Savings UNPAID,PAID_RATE,UNPAID_RATE,All Claims Total,Remaining to be Paid Rate,Remaining to be Paid (Lower Estimate),Remaining to be Paid (Upper Estimate),PCODE, pcode
11,2024-12,,97205.61,,30.0,,2914.3630000000003,,2914.3630000000003,,29143.629999999997,,,,,,,AUTIS-P,AUTIS-P
0,2024-01,78717.03,155146.26,88,78,3482.161,6830.676000000001,10347.262672998644,20297.39544097694,34821.61,68306.76000000001,0.5301204819277109,0.46987951807228917,166,0.0,0.0,0.0,AVB-P,AVB-P
1,2024-02,76552.48,57530.12,96,73,3447.987,2876.3190000000004,10245.714423337857,8546.99947082768,34479.869999999995,28763.190000000002,0.5680473372781065,0.4319526627218935,169,0.0,0.0,0.0,AVB-P,AVB-P
2,2024-03,74104.13,191988.76,79,78,2369.054,11547.637,7039.658426051561,34313.873853459976,23690.54,115476.37,0.5031847133757962,0.4968152866242038,157,0.0,0.0,0.0,AVB-P,AVB-P
3,2024-04,25717.54,92513.95,50,64,1025.592,3591.628,3047.5528900949803,10672.544531886026,10255.92,35916.28,0.43859649122807015,0.5614035087719298,114,0.0,0.0,0.0,AVB-P,AVB-P
4,2024-05,112078.15,184959.46000000002,75,139,2777.5620000000004,6881.465999999999,8253.542442333786,20448.31823609227,27775.62,68814.66,0.35046728971962615,0.6495327102803738,214,0.0,0.0,0.0,AVB-P,AVB-P
5,2024-06,85071.61,192950.13,60,184,2752.025,10988.403,8177.659090909092,32652.106607869748,27520.25,109884.03,0.2459016393442623,0.7540983606557377,244,0.0,0.0,0.0,AVB-P,AVB-P
6,2024-07,74922.04000000001,123444.0,66,173,1755.448,6899.741,5216.324450474899,20502.622510176392,17554.48,68997.41,0.27615062761506276,0.7238493723849372,239,0.0,0.0,0.0,AVB-P,AVB-P
7,2024-08,42394.759999999995,326951.27999999997,54,123,1883.3709999999999,23610.240999999998,5596.448426051561,70157.97529172321,18833.71,236102.41,0.3050847457627119,0.6949152542372882,177,0.0,0.0,0.0,AVB-P,AVB-P
8,2024-09,115360.1,239284.31,52,152,3959.7780000000002,14631.394,11766.504504748984,43477.276607869746,39597.78,146313.94,0.2549019607843137,0.7450980392156863,204,0.0,0.0,0.0,AVB-P,AVB-P
9,2024-10,131468.40999999997,553883.4400000001,78,206,3483.931,31831.173000000003,10352.522238805972,94586.52492537316,34839.31,318311.73000000004,0.2746478873239437,0.7253521126760564,284,0.11118047790224089,3539.005026328907,10516.175044315209,AVB-P,AVB-P
10,2024-11,32835.5,197550.47999999998,34,217,1865.6840000000002,10476.743,5543.891397557667,31131.705793758487,18656.84,104767.43,0.13545816733067728,0.8645418326693227,251,0.2503701978955073,2623.064218210371,7794.4513404080235,AVB-P,AVB-P
11,2024-12,32636.670000000002,723353.67,28,212,1183.439,30956.492000000006,3516.5962143826328,91987.40499321575,11834.39,309564.92,0.11666666666666667,0.8833333333333333,240,0.2691616985595179,8332.301968164129,24759.486174056226,AVB-P,AVB-P
0,2024-01,14454.05,,30.0,,314.5914,,314.5914,,3495.46,,,,,0.0,,,AWC-P,AWC-P
1,2024-02,21555.15,,40.0,,343.179,,343.179,,3813.1,,,,,0.0,,,AWC-P,AWC-P
2,2024-03,13482.369999999999,,21.0,,205.9317,,205.9317,,2288.13,,,,,0.0,,,AWC-P,AWC-P
3,2024-04,25987.27,100655.12,37.0,1.0,471.0654,634.1274,471.0654,634.1274,5234.06,7045.86,0.9736842105263158,0.02631578947368421,38.0,0.0,0.0,0.0,AWC-P,AWC-P
4,2024-05,61343.71,,15.0,,275.7987,,275.7987,,3064.4300000000003,,,,,0.0,,,AWC-P,AWC-P
5,2024-06,62418.21,590.0699999999999,25.0,2.0,505.9953,10.883700000000001,505.9953,10.883700000000001,5622.17,120.93,0.9259259259259259,0.07407407407407407,27.0,0.0,0.0,0.0,AWC-P,AWC-P
6,2024-07,,300351.76,,33.0,,198.6606,,198.6606,,2207.34,,,,0.0,0.0,0.0,AWC-P,AWC-P
7,2024-08,,263474.24,,25.0,,413.8983,,413.8983,,4598.87,,,,0.0,0.0,0.0,AWC-P,AWC-P
8,2024-09,,17576.07,,23.0,,110.0232,,110.0232,,1222.48,,,,,,,AWC-P,AWC-P
9,2024-10,,12325.81,,19.0,,146.1924,,146.1924,,1624.3600000000001,,,,,,,AWC-P,AWC-P
10,2024-11,,14489.91,,21.0,,106.9074,,106.9074,,1187.8600000000001,,,,,,,AWC-P,AWC-P
0,2024-01,21640612.73,307662.54,4546,50,1306901.52,22705.6596,1306901.52,22705.6596,10890846.0,189213.83,0.9891209747606614,0.010879025239338555,4596,0.0,0.0,0.0,BCBSMA-P,BCBSMA-P
1,2024-02,23927085.22,776350.63,4749,174,1446986.58,82714.35,1446986.58,82714.35,12058221.5,689286.25,0.9646556977452773,0.03534430225472273,4923,0.0,0.0,0.0,BCBSMA-P,BCBSMA-P
2,2024-03,17716526.009999998,5511398.5,3126,1100,765724.3236,605789.0112,765724.3236,605789.0112,6381036.029999999,5048241.76,0.7397065783246569,0.26029342167534314,4226,0.0,0.0,0.0,BCBSMA-P,BCBSMA-P
3,2024-04,16821614.98,493304.39,3331,89,829836.27,46487.558399999994,829836.27,46487.558399999994,6915302.25,387396.32,0.9739766081871345,0.026023391812865497,3420,0.0,0.0,0.0,BCBSMA-P,BCBSMA-P
4,2024-05,13598424.020000001,6162255.44,2479,1228,525407.1971999999,680156.1588,525407.1971999999,680156.1588,4378393.3100000005,5667967.99,0.6687348260048557,0.3312651739951443,3707,0.0,0.0,0.0,BCBSMA-P,BCBSMA-P
5,2024-06,13448285.32,5116532.37,2292,1051,511166.84160000004,575121.3515999999,511166.84160000004,575121.3515999999,4259723.68,4792677.93,0.6856117259946156,0.3143882740053844,3343,0.0,0.0,0.0,BCBSMA-P,BCBSMA-P
6,2024-07,14979420.09,5603720.42,2557,1046,611458.9212,627830.4768000001,611458.9212,627830.4768000001,5095491.01,5231920.64,0.7096863724673883,0.2903136275326117,3603,0.0,0.0,0.0,BCBSMA-P,BCBSMA-P
7,2024-08,17450194.939999998,3961237.04,3025,743,738017.8848,426107.5524,738017.8848,426107.5524,6150149.04,3550896.27,0.8028131634819533,0.19718683651804672,3768,0.0,0.0,0.0,BCBSMA-P,BCBSMA-P
8,2024-09,12665622.85,4105041.93,2084,758,580629.0059999999,413131.7076,580629.0059999999,413131.7076,4838575.05,3442764.23,0.733286418015482,0.26671358198451794,2842,0.0,0.0,0.0,BCBSMA-P,BCBSMA-P
9,2024-10,15192769.56,5895241.4399999995,2589,1095,672101.4839999999,592166.538,672101.4839999999,592166.538,5600845.7,4934721.149999999,0.7027687296416938,0.2972312703583062,3684,0.10474153313408674,62024.43106082443,62024.43106082443,BCBSMA-P,BCBSMA-P
10,2024-11,11582529.010000002,5383293.7700000005,2135,1035,463642.10399999993,530065.7352,463642.10399999993,530065.7352,3863684.1999999997,4417214.46,0.6735015772870663,0.3264984227129338,3170,0.13400868548871425,71033.41239676089,71033.41239676089,BCBSMA-P,BCBSMA-P
11,2024-12,12063809.56,4102768.54,2238,783,481589.1564,432124.92480000004,481589.1564,432124.92480000004,4013242.97,3601041.04,0.7408142999006951,0.25918570009930486,3021,0.06669596287508539,28820.98794185987,28820.98794185987,BCBSMA-P,BCBSMA-P
0,2024-01,3879625.96,553926.66,2950,285,67094.6784,6470.3496,75508.21772480974,7281.718580417782,559122.3200000001,53919.58,0.9119010819165378,0.08809891808346214,3235,0.0,0.0,0.0,BCBSMI-P,BCBSMI-P
1,2024-02,4301424.65,544308.81,3041,285,149583.0204,9155.0844,168340.43387109903,10303.113788592347,1246525.17,76292.37,0.9143114852675887,0.0856885147324113,3326,0.0,0.0,0.0,BCBSMI-P,BCBSMI-P
2,2024-03,4402885.51,387781.36,3185,269,111814.4544,10192.6332,125835.76475740303,11470.769146047867,931787.1200000001,84938.61,0.9221192819918934,0.07788071800810654,3454,0.0,0.0,0.0,BCBSMI-P,BCBSMI-P
3,2024-04,4222843.28,495754.93999999994,3350,264,96574.43999999999,11881.2336,108684.68284023514,13371.116680218336,804787.0,99010.28,0.926950747094632,0.07304925290536801,3614,0.0,0.0,0.0,BCBSMI-P,BCBSMI-P
4,2024-05,5319777.59,1188352.54,3651,292,118966.3008,8456.939999999999,133884.4384821078,9517.42346835144,991385.8400000001,70474.5,0.9259447121481106,0.07405528785188942,3943,0.0,0.0,0.0,BCBSMI-P,BCBSMI-P
5,2024-06,4702455.4,822021.5399999999,3206,226,90090.5292,5298.361199999999,101387.7025122894,5962.7651643127065,750754.4099999999,44153.009999999995,0.9341491841491841,0.06585081585081586,3432,0.0,0.0,0.0,BCBSMI-P,BCBSMI-P
6,2024-07,5507184.36,535117.12,3510,278,95282.87519999998,6427.1532,107231.1583812208,7233.105437707973,794023.96,53559.61,0.926610348468849,0.073389651531151,3788,0.0,0.0,0.0,BCBSMI-P,BCBSMI-P
7,2024-08,5247551.51,623020.01,3547,296,91342.32599999999,16222.23,102796.47214314018,18256.465401314752,761186.05,135185.25,0.9229768410096278,0.07702315899037211,3843,0.0,0.0,0.0,BCBSMI-P,BCBSMI-P
8,2024-09,4251910.970000001,591188.09,3087,278,74274.726,8306.4984,83588.62902394636,9348.116790704875,618956.05,69220.82,0.9173848439821694,0.08261515601783061,3365,0.0,0.0,0.0,BCBSMI-P,BCBSMI-P
9,2024-10,4538092.23,688146.19,3408,307,80260.56599999999,10225.6956,90325.0814634572,11507.977505298379,668838.05,85214.13,0.9173620457604307,0.08263795423956931,3715,0.005121123798301874,52.36705309135076,58.93377747270616,BCBSMI-P,BCBSMI-P
10,2024-11,4588255.779999999,521426.48000000004,3217,298,65552.9448,6120.8496,73773.15379547053,6888.3919750275545,546274.54,51007.08,0.9152204836415363,0.08477951635846373,3515,0.007262685917196254,44.45380819119632,50.028227389160314,BCBSMI-P,BCBSMI-P
11,2024-12,3450899.2699999996,647827.71,2623,262,63090.0648,6962.8967999999995,71001.43353829317,7836.03022039049,525750.54,58024.14,0.9091854419410745,0.09081455805892548,2885,0.013297727617658017,92.59070507626262,104.20139547448946,BCBSMI-P,BCBSMI-P
0,2024-01,5865584.779999999,122799.76000000001,2630,21,382594.257,15318.9255,382594.257,15318.9255,2550628.38,102126.17,0.992078460958129,0.007921539041870993,2651,0.0,0.0,0.0,BCBSMN-P,BCBSMN-P
1,2024-02,6434583.899999999,41601.24,2390,33,420854.019,3803.457,420854.019,3803.457,2805693.46,25356.38,0.9863805200165084,0.01361947998349154,2423,0.0,0.0,0.0,BCBSMN-P,BCBSMN-P
2,2024-03,4948922.03,47792.74,2313,9,322750.6005,2127.7290000000003,322750.6005,2127.7290000000003,2151670.67,14184.86,0.9961240310077519,0.003875968992248062,2322,0.0,0.0,0.0,BCBSMN-P,BCBSMN-P
3,2024-04,4860552.43,3417.01,2473,9,317142.036,281.6115,317142.036,281.6115,2114280.24,1877.4099999999999,0.9963738920225624,0.0036261079774375505,2482,0.0,0.0,0.0,BCBSMN-P,BCBSMN-P
4,2024-05,5524855.35,8438.0,2398,7,362462.9775,655.635,362462.9775,655.635,2416419.85,4370.9,0.9970893970893971,0.0029106029106029108,2405,0.0,0.0,0.0,BCBSMN-P,BCBSMN-P
5,2024-06,5351049.45,67209.18,2281,16,376337.751,9402.8715,376337.751,9402.8715,2508918.34,62685.81,0.9930343926861123,0.006965607313887679,2297,0.0,0.0,0.0,BCBSMN-P,BCBSMN-P
6,2024-07,5437351.46,166096.59,2386,40,373737.114,18750.663,373737.114,18750.663,2491580.76,125004.42,0.9835119538334708,0.016488046166529265,2426,0.0,0.0,0.0,BCBSMN-P,BCBSMN-P
7,2024-08,5590867.57,323283.22,2347,66,383566.9545,45442.360499999995,383566.9545,45442.360499999995,2557113.03,302949.07,0.9726481558226274,0.027351844177372565,2413,0.0,0.0,0.0,BCBSMN-P,BCBSMN-P
8,2024-09,5655086.2299999995,279508.3,2373,49,403220.4375,37351.835999999996,403220.4375,37351.835999999996,2688136.25,249012.24,0.9797687861271677,0.02023121387283237,2422,0.0,0.0,0.0,BCBSMN-P,BCBSMN-P
9,2024-10,6615505.62,285465.18,2858,92,428211.15150000004,32120.629499999995,428211.15150000004,32120.629499999995,2854741.0100000002,214137.53,0.968813559322034,0.031186440677966103,2950,0.019743061740602363,634.1595713655136,634.1595713655136,BCBSMN-P,BCBSMN-P
10,2024-11,5467870.59,230185.98,2534,57,336999.0945,25393.6425,336999.0945,25393.6425,2246660.63,169290.95,0.9780007719027403,0.021999228097259745,2591,0.010555849159896047,268.05145985032556,268.05145985032556,BCBSMN-P,BCBSMN-P
11,2024-12,5595643.63,263542.99,2458,41,352905.501,36141.396,352905.501,36141.396,2352703.34,240942.64,0.98359343737495,0.01640656262505002,2499,0.0049631836876863344,179.37638707741215,179.37638707741215,BCBSMN-P,BCBSMN-P
0,2024-01,733937.91,,206.0,,42063.942,,42063.942,,280426.28,,,,,0.0,,,BCBSND-P,BCBSND-P
1,2024-02,1110703.1099999999,,288.0,,51994.547999999995,,51994.547999999995,,346630.32,,,,,0.0,,,BCBSND-P,BCBSND-P
2,2024-03,952353.4,,277.0,,19815.39,,19815.39,,132102.6,,,,,0.0,,,BCBSND-P,BCBSND-P
3,2024-04,1085648.87,65.0,333.0,1.0,22553.150999999998,0.003,22553.150999999998,0.003,150354.34,0.02,0.9970059880239521,0.0029940119760479044,334.0,0.0,0.0,0.0,BCBSND-P,BCBSND-P
4,2024-05,1818454.35,900.0,421.0,1.0,161012.271,2.961,161012.271,2.961,1073415.14,19.74,0.9976303317535545,0.002369668246445498,422.0,0.0,0.0,0.0,BCBSND-P,BCBSND-P
5,2024-06,2110275.58,600.0,367.0,1.0,201698.6385,1.974,201698.6385,1.974,1344657.59,13.16,0.9972826086956522,0.002717391304347826,368.0,0.0,0.0,0.0,BCBSND-P,BCBSND-P
6,2024-07,1312203.1500000001,,292.0,,107746.6155,,107746.6155,,718310.77,,,,,0.0,,,BCBSND-P,BCBSND-P
7,2024-08,707064.1499999999,,327.0,,24252.439499999997,,24252.439499999997,,161682.93,,,,,0.0,,,BCBSND-P,BCBSND-P
8,2024-09,295069.57,,214.0,,5836.2135,,5836.2135,,38908.090000000004,,,,,0.0,,,BCBSND-P,BCBSND-P
9,2024-10,725536.1699999999,,278.0,,39630.190500000004,,39630.190500000004,,264201.27,,,,,,,,BCBSND-P,BCBSND-P
10,2024-11,682851.02,373.47,286.0,2.0,21975.997499999998,29.5875,21975.997499999998,29.5875,146506.65,197.25,0.9930555555555556,0.006944444444444444,288.0,0.004250753935497342,0.1257691820665276,0.1257691820665276,BCBSND-P,BCBSND-P
11,2024-12,309418.25,,221.0,,4816.336499999999,,4816.336499999999,,32108.909999999996,,,,,,,,BCBSND-P,BCBSND-P
0,2024-01,,2445.1800000000003,,2.0,,118.9916,,118.9916,,1699.88,,,,0.0,0.0,0.0,BNWC-P,BNWC-P
1,2024-02,67000.0,1345.8,1.0,1.0,4560.430700000001,70.4144,4560.430700000001,70.4144,65149.01,1005.92,0.5,0.5,2.0,0.0,0.0,0.0,BNWC-P,BNWC-P
2,2024-03,,58768.53,,2.0,,2616.7700999999997,,2616.7700999999997,,37382.43,,,,0.0,0.0,0.0,BNWC-P,BNWC-P
3,2024-04,,680.0,,2.0,,22.8928,,22.8928,,327.03999999999996,,,,0.0,0.0,0.0,BNWC-P,BNWC-P
4,2024-05,,335.0,,1.0,,11.1874,,11.1874,,159.82,,,,0.0,0.0,0.0,BNWC-P,BNWC-P
5,2024-06,,208.0,,1.0,,5.6119,,5.6119,,80.17,,,,0.0,0.0,0.0,BNWC-P,BNWC-P
6,2024-07,,368.0,,2.0,,10.3341,,10.3341,,147.63,,,,,,,BNWC-P,BNWC-P
7,2024-08,,1149.25,,1.0,,45.571400000000004,,45.571400000000004,,651.02,,,,,,,BNWC-P,BNWC-P
8,2024-09,,1855.0,,2.0,,94.68200000000002,,94.68200000000002,,1352.6000000000001,,,,,,,BNWC-P,BNWC-P
0,2024-01,5418.13,3059.84,6.0,6.0,182.3528,147.98000000000002,258.948752238806,210.13791044776121,1302.52,1057.0,0.5,0.5,12.0,0.0,0.0,0.0,BSA-P,BSA-P
1,2024-02,12880.710000000001,344.0,14.0,1.0,345.44440000000003,7.224000000000001,490.5457791044777,10.258388059701494,2467.46,51.6,0.9333333333333333,0.06666666666666667,15.0,0.0,0.0,0.0,BSA-P,BSA-P
2,2024-03,5651.5599999999995,380.0,11.0,1.0,363.4092,7.98,516.0565611940299,11.331940298507464,2595.78,57.0,0.9166666666666666,0.08333333333333333,12.0,0.0,0.0,0.0,BSA-P,BSA-P
3,2024-04,15216.0,796.1700000000001,16.0,3.0,631.3034000000001,45.374,896.4777492537314,64.43301492537313,4509.31,324.09999999999997,0.8421052631578947,0.15789473684210525,19.0,0.0,0.0,0.0,BSA-P,BSA-P
4,2024-05,9495.09,,8.0,,212.35620000000003,,301.55485970149255,,1516.83,,,,,0.0,,,BSA-P,BSA-P
5,2024-06,103310.03,176.0,25.0,1.0,2469.3074,2.4598000000000004,3506.521808955224,3.4930208955223883,17637.91,17.57,0.9615384615384616,0.038461538461538464,26.0,0.0,0.0,0.0,BSA-P,BSA-P
6,2024-07,42465.729999999996,338.0,27.0,1.0,2245.348,22.015,3188.4899104477613,31.262238805970153,16038.2,157.25,0.9642857142857143,0.03571428571428571,28.0,0.0,0.0,0.0,BSA-P,BSA-P
7,2024-08,22075.0,110.0,50.0,1.0,1213.1784000000002,7.828800000000001,1722.7650626865673,11.11722985074627,8665.560000000001,55.92,0.9803921568627451,0.0196078431372549,51.0,0.0,0.0,0.0,BSA-P,BSA-P
8,2024-09,3525.84,,15.0,,288.72060000000005,,409.9955641791045,,2062.29,,,,,0.0,,,BSA-P,BSA-P
9,2024-10,17055.12,454.0,18.0,2.0,999.1422000000001,33.95280000000001,1418.8245313432838,48.21442388059702,7136.7300000000005,242.52,0.9,0.1,20.0,-0.028811200593597763,-0.9782209315143064,-1.389115437928631,BSA-P,BSA-P
10,2024-11,6182.09,488.0,4.0,2.0,107.009,45.6512,151.9573432835821,64.82665074626865,764.3499999999999,326.08000000000004,0.6666666666666666,0.3333333333333333,6.0,0.20452213273973563,9.33668078612822,13.25848486900084,BSA-P,BSA-P
11,2024-12,9607.54,602.35,7.0,1.0,324.0538,8.4322,460.1702149253732,11.974083582089552,2314.6699999999996,60.23,0.875,0.125,8.0,-0.003811200593597741,-0.03213680564533487,-0.045635634455848666,BSA-P,BSA-P
0,2024-01,3378905.69,1032346.48,2841,872,43238.414520000006,12057.872940000001,158521.42320141773,44206.78233579835,2402134.14,669881.8300000001,0.7651494748182063,0.2348505251817937,3713,0.0,0.0,0.0,CAHI-P,CAHI-P
1,2024-02,2723033.75,796389.8,2547,722,37169.82594,10275.752880000002,136272.6587819801,37673.14294677027,2064990.33,570875.16,0.7791373508718262,0.22086264912817374,3269,0.0,0.0,0.0,CAHI-P,CAHI-P
2,2024-03,2772204.8899999997,815383.7799999999,2439,702,37813.09932000001,10910.45268,138631.03877433666,40000.090331834916,2100727.74,606136.26,0.7765042979942693,0.22349570200573066,3141,0.0,0.0,0.0,CAHI-P,CAHI-P
3,2024-04,3088412.73,1195968.0899999999,2900,1082,41743.03626000001,17251.29342,153039.04155927838,63246.99032936819,2319057.5700000003,958405.19,0.7282772476142642,0.2717227523857358,3982,0.0,0.0,0.0,CAHI-P,CAHI-P
4,2024-05,3826142.0799999996,549141.96,2855,680,53910.02232000001,7269.549120000001,197645.85630293356,26651.746724015033,2995001.24,403863.84,0.8076379066478077,0.19236209335219237,3535,0.0,0.0,0.0,CAHI-P,CAHI-P
5,2024-06,2531202.1700000004,614992.0,2597,785,35274.70926,8336.879280000001,129324.7492302229,30564.81101805235,1959706.07,463159.96,0.7678888231815494,0.23211117681845062,3382,0.0,0.0,0.0,CAHI-P,CAHI-P
6,2024-07,2384473.74,623126.29,2516,587,31976.936460000004,9213.51636,117234.3975497949,33778.753043804856,1776496.47,511862.02,0.8108282307444409,0.18917176925555915,3103,0.0,0.0,0.0,CAHI-P,CAHI-P
7,2024-08,2805095.6,955117.66,2686,699,36610.68798,14132.600820000001,134222.73752170498,51813.18557570282,2033927.1099999999,785144.49,0.7935007385524372,0.20649926144756278,3385,0.0,0.0,0.0,CAHI-P,CAHI-P
8,2024-09,2842746.1799999997,626491.36,2496,533,40874.17176000001,9084.841740000002,149853.595500763,33307.00392629578,2270787.32,504713.43,0.8240343347639485,0.1759656652360515,3029,0.0,0.0,0.0,CAHI-P,CAHI-P
9,2024-10,2535119.19,595741.26,2773,817,34134.72408,7620.632280000001,125145.31584515891,27938.893877838356,1896373.56,423368.46,0.7724233983286908,0.2275766016713092,3590,0.011238646692281362,85.64559376671458,313.995357266168,CAHI-P,CAHI-P
10,2024-11,2260671.7399999998,692542.96,2481,483,31295.450160000004,7754.827500000001,114735.92068917138,28430.882714556396,1738636.1199999999,430823.75,0.8370445344129555,0.16295546558704455,2964,-0.05338248939198331,-413.97199675541054,-1517.7112949145285,CAHI-P,CAHI-P
11,2024-12,2522073.7600000002,854265.3200000001,2357,536,35762.11866000001,12427.652880000001,131111.6980031482,45562.475947853,1986784.37,690425.16,0.814725198755617,0.185274801244383,2893,-0.031063153734644855,-386.0420919722419,-1415.3141948992163,CAHI-P,CAHI-P
0,2024-01,1454798.6600000001,840.0,880.0,3.0,28293.8908,14.056000000000003,28293.8908,14.056000000000003,202099.22,100.39999999999999,0.9966024915062288,0.0033975084937712344,883.0,0.0,0.0,0.0,CAPBC-P,CAPBC-P
1,2024-02,2363013.98,26254.72,1215.0,7.0,92969.28480000001,1582.4270000000004,92969.28480000001,1582.4270000000004,664066.32,11303.05,0.9942716857610474,0.0057283142389525366,1222.0,0.0,0.0,0.0,CAPBC-P,CAPBC-P
2,2024-03,1946944.92,9584.44,1264.0,4.0,48166.44840000001,172.291,48166.44840000001,172.291,344046.06,1230.6499999999999,0.9968454258675079,0.0031545741324921135,1268.0,0.0,0.0,0.0,CAPBC-P,CAPBC-P
3,2024-04,2028607.25,13572.0,1296.0,6.0,48627.850600000005,77.7728,48627.850600000005,77.7728,347341.79000000004,555.52,0.9953917050691244,0.004608294930875576,1302.0,0.0,0.0,0.0,CAPBC-P,CAPBC-P
4,2024-05,2040315.05,1100.0,1322.0,1.0,53383.80320000001,2.338,53383.80320000001,2.338,381312.88,16.7,0.999244142101285,0.0007558578987150416,1323.0,0.0,0.0,0.0,CAPBC-P,CAPBC-P
5,2024-06,2933088.08,22870.38,1314.0,3.0,49389.9476,1062.39,49389.9476,1062.39,352785.33999999997,7588.500000000001,0.9977220956719818,0.002277904328018223,1317.0,0.0,0.0,0.0,CAPBC-P,CAPBC-P
6,2024-07,2369017.96,,1414.0,,45973.6816,,45973.6816,,328383.44,,,,,0.0,,,CAPBC-P,CAPBC-P
7,2024-08,3217827.2,249.0,1594.0,1.0,57285.440800000004,10.427200000000001,57285.440800000004,10.427200000000001,409181.72,74.48,0.9993730407523511,0.0006269592476489029,1595.0,0.0,0.0,0.0,CAPBC-P,CAPBC-P
8,2024-09,3441149.56,11548.73,1632.0,7.0,81626.3952,102.56260000000002,81626.3952,102.56260000000002,583045.6799999999,732.59,0.9957291031116534,0.004270896888346553,1639.0,0.0,0.0,0.0,CAPBC-P,CAPBC-P
9,2024-10,3843143.9,5782.5599999999995,1817.0,6.0,91663.152,89.7106,91663.152,89.7106,654736.8,640.79,0.9967087218869994,0.0032912781130005485,1823.0,0.00018873934314811436,0.01693191971742323,0.01693191971742323,CAPBC-P,CAPBC-P
10,2024-11,2964190.5300000003,16138.05,1508.0,25.0,62530.2552,488.85620000000006,62530.2552,488.85620000000006,446644.67999999993,3491.83,0.9836921069797782,0.016307893020221786,1533.0,0.013205354250369394,6.455519298489431,6.455519298489431,CAPBC-P,CAPBC-P
11,2024-12,2973688.7199999997,187725.82,1390.0,131.0,98647.3782,3360.3472,98647.3782,3360.3472,704624.13,24002.480000000003,0.9138724523339908,0.0861275476660092,1521.0,0.08302500889615672,278.9928561741753,278.9928561741753,CAPBC-P,CAPBC-P
0,2024-01,548321.23,254159.02,265,303,6050.5664,296.10352,23809.706793326204,1165.202978628877,378160.4,18506.47,0.4665492957746479,0.5334507042253521,568,0.0,0.0,0.0,CBH-P,CBH-P
1,2024-02,667651.98,343447.48,333,334,5386.56064,548.2464,21196.764233985028,2157.4155494759357,336660.04000000004,34265.4,0.4992503748125937,0.5007496251874063,667,0.0,0.0,0.0,CBH-P,CBH-P
2,2024-03,781028.93,228989.18000000002,310,318,6645.492,333.44176000000004,26150.81061128342,1312.1334455978608,415343.25,20840.11,0.49363057324840764,0.5063694267515924,628,0.0,0.0,0.0,CBH-P,CBH-P
